"Month","Year","Letter","Subject","Yes Votes","No Votes","Pass or Fail","Percent","Type Measure","By","Keyword1","Keyword2","Keyword3","Keyword4","Keyword5"
"NOV","2005","C","Ethics Commission Budget and Outside Counsel","81,672","120,968","F","0.403","C","S","Annual Budget","Audit","Baseline Budget","Ethics Commission","Outside Counsel"
"NOV","2005","D","Appointment of Municipal Transportation Agency Board of Directors","71,585","129,801","F","0.355","C","S","Hold-Over",,,,
"NOV","2005","E","Election Date of the Assessor-Recorder and Public Defender","138,765","58,998","P","0.702","C","S",,,,,
"NOV","2005","F","Neighborhood Firehouses","119,581","88,062","P","0.576","O","I",,,,,
"NOV","2005","G","Access to Underground Parking at Golden Gate Park","138,069","65,862","P","0.677","O","s",,,,,
"NOV","2005","H","Firearm Ban","123,033","89,856","P","0.578","O","s",,,,,
"NOV","2005","I","No Military Recruiters in Public Schools, Scholarships for Education and Job Training","125,581","86,723","P","0.592","P","I",,,,,
"JUN","2006","A","Additional Funding for Homicide Prevention Services","66,982","69,060","F","0.492","C","S","Annual Budget","Fiscal Year","General Fund",,
"JUN","2006","B","Eviction Disclosure Ordinance","71,440","65,373","P","0.522","O","s",,,,,
"JUN","2006","C","Appointing Elected Officials to the Transbay Joint Powers Authority","37,030","93,905","F","0.283","O","s","Metropolitan Transportation Commission","Municipal Transportation Agency","Transbay Joint Powers Authority",,
"JUN","2006","D","Zoning Changes to Limit Services at Laguna Honda Hospital and Other Residential Health Care Facilities","99,060","35,418","P","0.737","O","I","""Public"" District","Zoning Administrator",,,
"NOV","2006","A","School Bonds","171,236","60,640","P","0.738","B","se","Annual Budget","Audit","Fiscal Year","Parcel Tax","Principal"
"NOV","2006","B","Allowing Members of Boards and Commissions to Participate in Meetings by Teleconference due to Pregnancy and Related Conditions; Adoption of Parental Leave Policies.","164,166","63,157","P","0.722","O","S","Other Electric means","Parental Leave","Teleconference",,
"NOV","2006","C","Setting Salaries of Certain Local Elected Officials","140,561","81,396","P","0.633","C","S","Civil Service Commission","Consumer Price Index (CPI)","Cost-Of-Living Adjustment",,
"NOV","2006","D","Disclosure of Private Information","143,020","79,230","P","0.644","O","s",,,,,
"NOV","2006","E","Parking Tax Ordinance","73,922","151,628","F","0.328","O","s","Valet Parking Service",,,,
"NOV","2006","F","Paid Sick Leave Ordinance","139,005","89,057","P","0.610","O","s",,,,,
"NOV","2006","G","Limitations on Formula Retail Stores","125,728","90,353","P","0.582","O","s","Planning Commission",,,,
"NOV","2006","H","Relocation Assistance for No Fault Tenant Removal","120,916","107,541","P","0.529","O","s",,,,,
"NOV","2006","I","Adopting a Policy that the Mayor Appear Monthly at a Board of Supervisors Meeting","126,023","97,567","P","0.564","P","s",,,,,
"NOV","2006","J","Adopting a Policy Calling for the Impeachment of President Bush and Vice President Cheney","133,042","94,282","P","0.585","P","s","High Crimes and Misdemeanors","Impeachment",,,
"NOV","2006","K","Adopting a Policy Relating to the Housing Needs of Seniors and Disabled Adults","161,684","65,073","P","0.713","P","s","General Plan",,,,
"NOV","2007","A","Transit Reform, Parking Regulation and Emissions Reductions","80,786","64,346","P","0.557","C","S","Annual Budget","Exempt","Revenue Bonds","Municipal Transit Agency (MTA)","Super-Majority"
"NOV","2007","B","Limiting Hold-Over Service on Charter-Created Boards and Commissions","96,034","38,915","P","0.712","C","S","Charter-Created City Boards and Commissions","Charter-Created Citizen Advisory Committees","Hold-Over",,
"NOV","2007","C","Requiring Public Hearings on Proposed Measures","94,939","44,258","P","0.682","C","S",,,,,
"NOV","2007","D","Renewing Library Preservation Fund","105,328","36,102","P","0.745","C","S","Baseline","Revenue Bonds","Set-Aside","Supervisorial District",
"NOV","2007","E","Requiring Mayor to Appear Monthly at a Board of Supervisors Meeting","70,166","74,253","F","0.486","C","S",,,,,
"NOV","2007","F","Authorizing Board of Supervisors to Amend Contract for Retirement Benefits for Police Officers","69,637","65,321","P","0.516","C","S",,,,,
"NOV","2007","G","Establishing Golden Gate Park Stables Matching Fund","77,340","62,331","P","0.554","O","s",,,,,
"NOV","2007","H","Regulating Parking Spaces","46,632","94,277","F","0.331","O","I","Downtown","Exempt","Low-Emission Vehicle","Zoning Districts",
"NOV","2007","I","Establishing Office of Small Business as City Department and Creating Small Business Assistance Center","80,865","55,855","P","0.591","O","M",,,,,
"NOV","2007","J","Adopting a Policy to Offer Free City-Wide Wireless High-Speed Internet Network","86,451","52,428","P","0.622","P","M",,,,,
"NOV","2007","K","Adopting a Policy to Restrict Advertising on Street Furniture and City Buildings","86,250","53,195","P","0.619","P","s","Street Furniture",,,,
"FEB","2008","A","Clean and Safe Neighborhood Parks Bonds, 2008","177,194","71,232","P","0.713","B","S","Community Opportunity Fund",,,,
"FEB","2008","B","Creating a New Deferred Retirement Option Program for Members of the San Francisco Police Department","158,883","86,613","P","0.647","C","I","Charter Amendment",,,,
"FEB","2008","C","Adopting a Policy that the City Acquire Alcatraz Island to Make It a Global Peace Center","69,251","177,301","F","0.281","P","I","Declaration of Policy",,,,
"JUN","2008","A","School Parcel Tax","113,999","51,273","P","0.690","B","SFUSD",,,,,
"JUN","2008","B","Changing Qualifications for Retiree Health and Pension Benefits and Establishing a Retiree Health Care Trust Fund","118,729","41,598","P","0.741","C","S",,,,,
"JUN","2008","C","Forfeiture of Retirement Benefits for Conviction of a Crime involving Moral Turpitude in Connection with City Employment","91,924","66,379","P","0.581","C","S",,,,,
"JUN","2008","D","Appointment to City Boards and Commissions","91,642","63,681","P","0.590","C","S",,,,,
"JUN","2008","E","Requiring Board of Supervisors' Approval of Mayor's Appointments to the PUC and Creating Qualifications for Commission Members","80,489","74,916","P","0.518","C","S",,,,,
"JUN","2008","F","Affordable Housing Requirement for the Candlestick Point and Hunters Point Shipyard Mixed-Use Development Project","58,756","101,112","F","0.368","O","I",,,,,
"JUN","2008","G","Mixed-Use Development Project for the Candlestick Point and Hunters Point Shipyard","99,008","59,423","P","0.625","O","I",,,,,
"JUN","2008","H","Prohibiting Elected Officials, Candidates, or Committees they control from Soliciting or Accepting Contributions from Certain City Contractors","104,012","50,865","P","0.672","O","M",,,,,
"NOV","2008","A","SF General Hospital and Trauma Center Earthquake Bonds","300,595","58,049","P","0.838","B","two",,,,,
"NOV","2008","B","Establishing Affordable Housing Fund","166,299","181,534","F","0.478","C","S",,,,,
"NOV","2008","C","Prohibiting City Employees from Serving on Charter Boards and Commissions","124,395","202,419","F","0.381","C","S",,,,,
"NOV","2008","D","Financing Pier 70 Waterfront District Development Plan","226,513","106,228","P","0.681","C","S",,,,,
"NOV","2008","E","Changing Number of Signatures Required to Recall City Officials","195,605","129,862","P","0.601","C","S",,,,,
"NOV","2008","F","Holding all Scheduled City Elections in Even-Numbered years","144,592","176,692","F","0.450","C","S",,,,,
"NOV","2008","G","Allowing Retirement System Credit for Unpaid Parental Leave","202,011","121,354","P","0.625","C","S",,,,,
"NOV","2008","H","Clean Energy Deadlines, Changing Revenue Bond Authority to Pay for PUF","133,214","211,681","F","0.386","C","S",,,,,
"NOV","2008","I","Creating Office of Independent Rate Payer Advocate","117,050","201,811","F","0.367","C","S",,,,,
"NOV","2008","J","Creating Historic Preservation Commission","183,372","146,194","P","0.556","C","S",,,,,
"NOV","2008","K","Changing Enforcement laws related to Prostitution and Sex Workers","140,185","202,235","F","0.409","O","I",,,,,
"NOV","2008","L","Funding Community Justice Center","132,097","178,440","F","0.425","O","M",,,,,
"NOV","2008","M","Changing Residential Rent Ordinance to prohibit Acts of Harassment of Tenants by Landlords","195,023","136,416","P","0.588","O","S",,,,,
"NOV","2008","N","Changing Real Property Transfer Tax Rates","223,808","102,621","P","0.686","O","S",,,,,
"NOV","2008","O","Replacing Emergency Response Fee with Access Line Tax","208,044","103,679","P","0.667","O","two",,,,,
"NOV","2008","P","Changing Composition of SF Transportation Authority Board","101,230","205,665","F","0.330","O","M",,,,,
"NOV","2008","Q","Modifying Payroll Expense Tax","233,411","81,178","P","0.742","O","S",,,,,
"NOV","2008","R","Renaming Oceanside Water Treatment Plant","101,376","233,733","F","0.303","O","I",,,,,
"NOV","2008","S","Policy Regarding Budget Set-Asides","167,974","133,817","P","0.557","O","M",,,,,
"NOV","2008","T","Free and Low-Cost Substance Abuse Treatment Programs","200,649","127,014","P","0.612","O","s",,,,,
"NOV","2008","U","Policy Against funding of Armed Forces in Iraq","193,407","133,002","P","0.593","P","s",,,,,
"NOV","2008","V","Policy Against terminating JROTC in Public High Schools","179,639","149,169","P","0.546","P","I",,,,,
"NOV","2009","A","Budget Process","68,270","29,414","P","0.699","C","2",,,,,
"NOV","2009","B","Board of Supervisors Aides","51,835","47,361","P","0.523","C","S",,,,,
"NOV","2009","C","Candlestick Park Naming Rights","58,192","40,973","P","0.587","O","S",,,,,
"NOV","2009","D","Mid-Market Special Sign District","46,008","53,999","F","0.460","O","I",,,,,
"NOV","2009","E","Advertisements on City Property","56,802","42,365","P","0.573","O","s",,,,,
"JUN","2010","A","School Facilities Special Tax","102,873","44,043","P","0.700","T","se",,,,,
"JUN","2010","B","Earthquake Safety and Emergency Response Bond","117,553","30,484","P","0.794","B","M",,,,,
"JUN","2010","C","Film Commission","66,125","76,834","F","0.463","C","S",,,,,
"JUN","2010","D","Retirement Benefit Costs","112,100","30,222","P","0.788","C","S",,,,,
"JUN","2010","E","Budget Line Item for Police Department Security for City Officials and Dignitaries","80,364","63,600","P","0.558","O","S",,,,,
"JUN","2010","F","Renters’ Financial Hardship Applications","62,239","85,071","F","0.423","O","s",,,,,
"JUN","2010","G","Transbay Transit Center","120,788","23,421","P","0.838","P","s",,,,,
"NOV","2010","AA","Vehicle Registration Fee","156,016","109,434","P","0.588","RM","SE",,,,,
"NOV","2010","A","Earthquake Retrofit Bond","162,266","94,324","F","0.632","B","M",,,,,
"NOV","2010","B","City Retirement and Health Plans","113,894","150,734","F","0.430","C","I",,,,,
"NOV","2010","C","Mayoral Appearances at Board Meetings","154,776","103,673","P","0.599","C","s",,,,,
"NOV","2010","D","Non-Citizen Voting in School Board Elections","118,608","144,418","F","0.451","C","s",,,,,
"NOV","2010","E","Election Day Voter Registration","118,217","132,189","F","0.472","C","s",,,,,
"NOV","2010","F","Health Board Service Board Elections","130,415","114,178","P","0.533","C","s",,,,,
"NOV","2010","G","Transit Operator Wages","164,234","88,671","P","0.649","C","I",,,,,
"NOV","2010","H","Local Elected Officials on Political Party Committees","103,141","139,878","F","0.424","O","M",,,,,
"NOV","2010","I","Saturday Voting","150,701","103,488","P","0.593","O","I",,,,,
"NOV","2010","J","Hotel Tax Clarification and Temporary Increase","116,313","139,206","F","0.455","O","I",,,,,
"NOV","2010","K","Hotel Tax Clarification and Definitions","95,357","152,159","F","0.385","O","M",,,,,
"NOV","2010","L","Sitting or Lying on Sidewalks","142,601","120,023","P","0.543","O","M",,,,,
"NOV","2010","M","Community Policing and Foot Patrols","117,608","134,808","F","0.466","O","S",,,,,
"NOV","2010","N","Real Property Transfer Tax","149,350","105,979","P","0.585","O","s",,,,,
